FK_Sale,TransactionDate,FK_Customer,FK_Product,FK_Store,Quantity,UnitPrice,TotalAmount,FK_Status,FK_Employee
14011,2023-11-05,20,18,15,1,15.47,15.47,4,41
14012,2023-11-19,28,9,15,2,160.94,321.88,4,41
14013,2023-11-23,20,2,15,3,70.84,212.52,4,41
14014,2023-11-11,3,17,15,2,46.24,92.48,4,42
14015,2023-11-15,19,16,15,2,23.24,46.48,4,41
14016,2023-11-10,27,5,15,4,15.99,63.96,4,42
14017,2023-12-27,10,10,1,2,52.13,104.26,4,1
14018,2023-12-10,5,13,1,3,118.03,354.09,4,4
14019,2023-12-09,4,17,1,1,30.99,30.99,4,2
14020,2023-12-13,17,17,1,1,39.03,39.03,4,3
14021,2023-12-10,14,13,1,2,101.61,203.22,4,3
14022,2023-12-02,29,8,1,2,60.87,121.74,4,3
14023,2023-12-28,17,18,1,1,7.99,7.99,4,1
14024,2023-12-23,7,14,1,2,235.86,471.72,1,2
14025,2023-12-30,9,7,1,1,127.99,127.99,4,1
14026,2023-12-02,27,19,1,2,18.92,37.84,4,2
14027,2023-12-14,4,6,1,3,12.8,38.4,4,3
14028,2023-12-16,16,2,1,1,82.99,82.99,4,1
14029,2023-12-25,29,5,1,2,12.02,24.04,4,3
14030,2023-12-12,4,16,1,1,12.99,12.99,4,3
14031,2023-12-06,7,7,1,1,130.54,130.54,4,4
14032,2023-12-19,12,5,1,1,25.99,25.99,4,1
14033,2023-12-21,6,15,1,1,63.93,63.93,4,3
14034,2023-12-08,24,5,1,3,14.99,44.97,4,2
14035,2023-12-04,19,13,1,3,44.32,132.96,3,2
14036,2023-12-09,23,3,1,1,99.64,99.64,4,1
14037,2023-12-19,6,11,2,1,508.99,508.99,4,5
14038,2023-12-09,26,18,2,4,11.88,47.52,4,6
14039,2023-12-04,17,13,2,1,71.99,71.99,4,8
14040,2023-12-20,6,3,2,1,132.99,132.99,4,8
14041,2023-12-28,30,15,2,5,45.63,228.15,4,6
14042,2023-12-04,13,10,2,1,48.78,48.78,4,8
14043,2023-12-27,24,13,2,1,62.21,62.21,4,8
14044,2023-12-03,1,8,2,1,51.99,51.99,4,8
14045,2023-12-17,23,10,2,4,57.99,231.96,4,7
14046,2023-12-26,24,6,2,1,31.99,31.99,1,6
14047,2023-12-11,16,19,2,2,14.99,29.98,4,5
14048,2023-12-25,25,8,2,1,82.17,82.17,4,7
14049,2023-12-03,21,1,2,4,1309.38,5237.52,4,7
14050,2023-12-02,1,18,2,2,14.99,29.98,4,6
14051,2023-12-30,10,15,3,2,85.99,171.98,4,11
14052,2023-12-19,7,14,3,4,147.99,591.96,4,9
14053,2023-12-17,3,18,3,3,8.95,26.85,4,9
14054,2023-12-25,30,6,3,1,21.99,21.99,4,11
14055,2023-12-23,2,8,3,2,32.99,65.98,4,10
14056,2023-12-01,4,7,3,3,136.7,410.1,4,10
14057,2023-12-11,5,9,3,1,110.99,110.99,4,11
14058,2023-12-17,6,4,3,2,99.99,199.98,4,11
14059,2023-12-07,7,16,3,1,10.83,10.83,4,11
14060,2023-12-25,4,4,3,1,118.99,118.99,4,11
14061,2023-12-21,4,18,3,2,7.99,15.98,4,11
14062,2023-12-12,21,16,3,3,19.37,58.11,4,11
14063,2023-12-01,17,3,3,2,107.62,215.24,4,11
14064,2023-12-21,12,8,3,3,52.35,157.05,4,9
14065,2023-12-08,12,14,3,2,148.99,297.98,4,9
14066,2023-12-11,6,5,3,1,14.23,14.23,2,10
14067,2023-12-28,21,4,3,4,266.48,1065.92,4,9
14068,2023-12-12,28,5,3,1,12.54,12.54,4,11
14069,2023-12-05,14,5,3,2,9.18,18.36,1,10
14070,2023-12-15,7,4,4,1,273.99,273.99,4,14
14071,2023-12-14,18,2,4,3,64.79,194.37,4,12
14072,2023-12-24,25,8,4,2,29.2,58.4,1,12
14073,2023-12-26,28,5,4,1,16.24,16.24,4,12
14074,2023-12-19,14,19,4,2,37.84,75.68,4,14
14075,2023-12-24,28,5,4,1,27.18,27.18,4,14
14076,2023-12-05,19,15,4,1,58.09,58.09,1,12
14077,2023-12-08,28,13,4,5,61.99,309.95,4,14
14078,2023-12-18,27,5,4,1,9.0,9.0,4,14
14079,2023-12-30,18,13,4,2,76.03,152.06,4,12
14080,2023-12-18,29,20,5,1,33.22,33.22,4,17
14081,2023-12-26,9,17,5,1,33.62,33.62,2,17
14082,2023-12-16,7,6,5,1,31.99,31.99,4,17
14083,2023-12-22,30,8,5,2,25.86,51.72,4,17
14084,2023-12-19,25,6,5,1,17.99,17.99,4,17
14085,2023-12-24,17,19,5,1,17.87,17.87,2,16
14086,2023-12-30,20,3,5,2,109.99,219.98,4,17
14087,2023-12-13,17,3,5,1,127.02,127.02,4,15
14088,2023-12-10,2,4,5,1,224.03,224.03,4,15
14089,2023-12-04,23,13,5,2,74.78,149.56,4,17
14090,2023-12-15,8,2,5,2,113.99,227.98,4,17
14091,2023-12-10,23,17,5,2,32.99,65.98,2,16
14092,2023-12-19,17,12,5,2,528.25,1056.5,4,17
14093,2023-12-26,20,9,5,3,98.02,294.06,4,15
14094,2023-12-22,5,18,5,2,13.7,27.4,4,16
14095,2023-12-17,15,7,6,2,100.99,201.98,4,18
14096,2023-12-22,3,16,6,1,20.99,20.99,4,19
14097,2023-12-07,23,6,6,2,21.34,42.68,4,18
14098,2023-12-18,24,8,6,2,63.99,127.98,4,19
14099,2023-12-11,1,18,6,1,14.19,14.19,4,20
14100,2023-12-07,7,1,6,2,813.67,1627.34,4,19
14101,2023-12-14,25,20,6,2,22.57,45.14,4,18
14102,2023-12-23,18,17,6,5,42.97,214.85,4,20
14103,2023-12-22,4,18,6,1,8.99,8.99,4,19
14104,2023-12-03,21,19,6,3,33.18,99.54,4,18
14105,2023-12-28,30,9,6,1,125.99,125.99,4,19
14106,2023-12-28,20,17,6,1,42.99,42.99,4,19
14107,2023-12-17,7,20,6,1,17.99,17.99,4,19
14108,2023-12-14,9,4,7,3,235.99,707.97,4,23
14109,2023-12-12,7,5,7,2,22.47,44.94,4,21
14110,2023-12-20,30,17,7,3,28.99,86.97,4,22
14111,2023-12-20,27,5,7,1,17.3,17.3,4,21
14112,2023-12-12,13,6,7,2,9.4,18.8,4,21
14113,2023-12-07,17,16,7,2,13.34,26.68,4,21
14114,2023-12-29,1,1,7,5,1304.07,6520.35,4,22
14115,2023-12-24,19,15,7,1,30.66,30.66,4,22
14116,2023-12-31,22,6,7,1,30.71,30.71,4,22
14117,2023-12-08,1,20,7,4,19.45,77.8,4,22
14118,2023-12-21,27,9,7,4,115.84,463.36,1,23
14119,2023-12-17,14,11,7,4,443.6,1774.4,4,23
14120,2023-12-11,1,2,8,4,95.99,383.96,3,25
14121,2023-12-30,15,5,8,1,24.76,24.76,4,24
14122,2023-12-14,17,14,8,1,137.87,137.87,4,25
14123,2023-12-15,5,20,8,1,21.55,21.55,4,24
14124,2023-12-18,10,9,8,1,151.45,151.45,4,25
14125,2023-12-06,15,7,8,5,65.09,325.45,4,24
14126,2023-12-18,19,13,8,1,65.99,65.99,4,24
14127,2023-12-16,13,3,8,3,71.46,214.38,4,24
14128,2023-12-04,15,6,8,4,9.5,38.0,4,24
14129,2023-12-06,11,8,8,1,72.99,72.99,4,25
14130,2023-12-04,23,19,9,2,34.83,69.66,4,27
14131,2023-12-05,14,3,9,1,111.35,111.35,4,27
14132,2023-12-21,30,8,9,1,74.39,74.39,4,28
14133,2023-12-13,18,8,9,2,54.07,108.14,4,27
14134,2023-12-12,6,7,9,5,100.23,501.15,4,27
14135,2023-12-22,23,7,9,2,83.99,167.98,4,28
14136,2023-12-18,13,13,9,3,52.6,157.8,4,27
14137,2023-12-11,27,10,9,1,59.99,59.99,3,28
14138,2023-12-14,8,7,9,1,79.11,79.11,4,27
14139,2023-12-19,23,9,9,1,82.42,82.42,4,26
14140,2023-12-22,6,8,9,2,80.94,161.88,4,27
14141,2023-12-31,28,6,9,5,10.79,53.95,4,28
14142,2023-12-27,16,9,9,1,177.99,177.99,4,27
14143,2023-12-26,4,16,9,4,8.99,35.96,4,26
14144,2023-12-14,8,5,9,1,15.96,15.96,4,26
14145,2023-12-15,3,20,9,3,20.42,61.26,4,26
14146,2023-12-02,18,5,10,1,20.44,20.44,4,30
14147,2023-12-08,13,5,10,1,15.99,15.99,4,30
14148,2023-12-31,29,16,10,1,12.99,12.99,4,30
14149,2023-12-16,2,3,10,2,94.21,188.42,3,30
14150,2023-12-14,22,8,10,2,67.65,135.3,4,29
14151,2023-12-06,2,12,10,1,714.01,714.01,4,30
14152,2023-12-28,25,10,10,4,30.33,121.32,4,30
14153,2023-12-23,4,18,10,2,9.99,19.98,4,30
14154,2023-12-15,11,6,10,2,22.99,45.98,4,29
14155,2023-12-12,29,4,10,4,185.18,740.72,4,31
14156,2023-12-22,16,15,10,1,55.99,55.99,4,31
14157,2023-12-14,13,19,10,2,29.99,59.98,4,29
14158,2023-12-30,5,6,10,1,11.33,11.33,4,31
14159,2023-12-29,11,10,11,1,31.89,31.89,4,32
14160,2023-12-29,29,20,11,3,37.99,113.97,4,33
14161,2023-12-12,25,19,11,2,27.99,55.98,4,32
14162,2023-12-26,25,20,11,2,19.85,39.7,4,33
14163,2023-12-23,29,11,11,1,505.99,505.99,4,32
14164,2023-12-04,18,9,11,2,75.36,150.72,4,33
14165,2023-12-26,3,11,11,2,496.99,993.98,4,32
14166,2023-12-07,2,5,11,4,25.54,102.16,4,33
14167,2023-12-18,18,8,11,2,54.21,108.42,4,32
14168,2023-12-27,23,5,11,2,24.99,49.98,4,32
14169,2023-12-19,4,16,11,3,14.99,44.97,4,33
14170,2023-12-12,26,20,11,1,36.57,36.57,4,33
14171,2023-12-26,4,3,11,2,139.03,278.06,4,33
14172,2023-12-18,10,9,12,2,117.8,235.6,4,35
14173,2023-12-06,30,4,12,1,184.01,184.01,4,34
14174,2023-12-23,4,10,12,1,65.99,65.99,4,35
14175,2023-12-06,16,2,12,5,64.99,324.95,4,35
14176,2023-12-26,11,5,12,1,16.99,16.99,4,35
14177,2023-12-09,19,9,12,1,159.99,159.99,4,35
14178,2023-12-15,13,2,12,3,124.1,372.3,1,34
14179,2023-12-11,21,4,12,1,101.12,101.12,4,34
14180,2023-12-15,30,1,12,1,1197.58,1197.58,4,34
14181,2023-12-19,1,6,12,2,18.99,37.98,4,34
14182,2023-12-04,14,13,13,1,110.3,110.3,4,36
14183,2023-12-03,11,16,13,3,17.43,52.29,4,38
14184,2023-12-17,26,19,13,3,24.1,72.3,4,37
14185,2023-12-21,7,6,13,3,23.57,70.71,4,37
14186,2023-12-05,28,9,13,1,96.02,96.02,4,38
14187,2023-12-18,29,17,13,3,38.34,115.02,4,36
14188,2023-12-23,29,13,13,2,97.99,195.98,4,37
14189,2023-12-11,28,1,13,2,906.78,1813.56,4,38
14190,2023-12-13,15,13,13,1,72.58,72.58,4,37
14191,2023-12-27,14,13,13,1,110.34,110.34,4,36
14192,2023-12-07,9,19,13,1,33.11,33.11,4,38
14193,2023-12-06,14,5,13,3,18.05,54.15,4,38
14194,2023-12-10,29,7,13,5,143.57,717.85,2,36
14195,2023-12-05,29,20,13,5,16.72,83.6,4,37
14196,2023-12-06,27,4,13,1,182.96,182.96,4,36
14197,2023-12-20,22,13,14,2,55.99,111.98,4,39
14198,2023-12-08,2,16,14,2,17.91,35.82,4,39
14199,2023-12-04,13,1,14,1,1368.07,1368.07,4,40
14200,2023-12-31,26,15,14,3,49.89,149.67,4,39
14201,2023-12-06,19,16,14,5,22.0,110.0,4,39
14202,2023-12-18,26,15,14,4,77.43,309.72,4,39
14203,2023-12-16,7,5,14,2,28.98,57.96,4,40
14204,2023-12-13,30,16,14,1,22.99,22.99,4,40
14205,2023-12-23,19,13,14,3,117.99,353.97,4,40
14206,2023-12-28,6,18,14,4,14.39,57.56,4,40
14207,2023-12-13,11,10,15,2,29.0,58.0,4,41
14208,2023-12-10,6,8,15,4,82.99,331.96,4,41
14209,2023-12-15,19,8,15,2,63.99,127.98,4,41
14210,2023-12-03,12,5,15,1,24.99,24.99,4,42
14211,2023-12-04,22,7,15,1,90.99,90.99,4,41
14212,2023-12-24,2,9,15,1,146.99,146.99,4,42
14213,2023-12-01,19,10,15,3,41.99,125.97,4,42
14214,2023-12-04,14,20,15,5,39.7,198.5,4,41
14215,2023-12-04,12,1,15,2,1109.91,2219.82,4,41
14216,2023-12-08,4,9,15,2,194.07,388.14,4,42
14217,2024-01-25,30,19,1,1,25.25,25.25,4,2
14218,2024-01-05,28,19,1,4,21.99,87.96,3,1
14219,2024-01-31,11,10,1,2,36.99,73.98,4,2
14220,2024-01-07,28,16,1,2,17.99,35.98,4,3
14221,2024-01-14,27,19,1,1,14.99,14.99,4,3
14222,2024-01-19,2,2,1,3,88.99,266.97,1,3
14223,2024-01-28,29,10,1,1,52.36,52.36,4,2
14224,2024-01-19,21,7,1,1,134.16,134.16,4,1
14225,2024-01-22,27,13,1,3,41.99,125.97,4,2
14226,2024-01-02,3,1,1,1,1099.99,1099.99,4,3
14227,2024-01-13,24,3,1,2,69.99,139.98,4,3
14228,2024-01-17,2,15,1,1,37.83,37.83,4,2
14229,2024-01-26,16,19,1,5,15.98,79.9,4,4
14230,2024-01-18,22,19,1,1,36.8,36.8,4,2
14231,2024-01-04,18,1,1,5,1005.81,5029.05,4,3
14232,2024-01-06,10,4,1,4,283.25,1133.0,3,3
14233,2024-01-03,11,5,1,1,14.99,14.99,4,3
14234,2024-01-04,8,11,1,2,502.8,1005.6,4,2
14235,2024-01-30,19,18,1,1,16.14,16.14,2,3
14236,2024-01-14,28,8,1,5,84.48,422.4,4,4
14237,2024-01-06,24,19,1,2,25.93,51.86,4,1
14238,2024-01-12,22,13,1,2,95.64,191.28,4,1
14239,2024-01-13,13,6,1,1,33.99,33.99,2,4
14240,2024-01-27,6,7,1,1,152.99,152.99,4,2
14241,2024-01-15,11,13,1,3,59.99,179.97,4,1
14242,2024-01-29,24,10,1,4,50.99,203.96,4,4
14243,2024-01-29,24,16,1,4,8.06,32.24,4,4
14244,2024-01-21,16,8,1,1,50.99,50.99,4,4
14245,2024-01-09,19,3,1,3,79.15,237.45,4,2
14246,2024-01-05,22,13,1,1,96.99,96.99,3,1
14247,2024-01-01,10,3,1,2,139.99,279.98,3,2
14248,2024-01-17,8,20,1,2,22.03,44.06,4,2
14249,2024-01-16,22,5,1,1,16.99,16.99,4,1
14250,2024-01-10,7,9,1,3,110.79,332.37,4,3
14251,2024-01-12,25,5,1,1,12.99,12.99,4,1
14252,2024-01-09,24,18,1,3,13.24,39.72,4,2
14253,2024-01-04,10,16,1,5,11.44,57.2,4,3
14254,2024-01-15,12,6,1,1,32.89,32.89,4,1
14255,2024-01-25,8,15,1,2,64.26,128.52,4,1
14256,2024-01-25,15,3,1,1,76.08,76.08,4,4
14257,2024-01-31,3,20,1,1,24.99,24.99,4,4
14258,2024-01-23,23,4,1,1,101.99,101.99,4,4
14259,2024-01-03,5,17,1,2,54.35,108.7,4,2
14260,2024-01-31,19,3,1,2,141.09,282.18,4,2
14261,2024-01-15,21,13,1,1,53.99,53.99,4,4
14262,2024-01-03,26,20,2,1,29.99,29.99,4,6
14263,2024-01-31,22,2,2,1,74.01,74.01,4,6
14264,2024-01-22,6,17,2,2,28.19,56.38,4,6
14265,2024-01-09,18,19,2,2,31.99,63.98,4,6
14266,2024-01-19,22,6,2,2,10.99,21.98,4,5
14267,2024-01-28,2,7,2,3,68.99,206.97,4,8
14268,2024-01-05,10,8,2,1,58.99,58.99,4,6
14269,2024-01-28,25,16,2,2,8.0,16.0,4,5
14270,2024-01-02,26,13,2,3,49.73,149.19,4,7
14271,2024-01-09,10,5,2,3,14.99,44.97,2,7
14272,2024-01-20,20,15,2,2,58.99,117.98,4,5
14273,2024-01-09,10,17,2,3,40.78,122.34,4,7
14274,2024-01-16,9,19,2,5,15.85,79.25,3,7
14275,2024-01-10,4,3,2,1,133.79,133.79,4,7
14276,2024-01-11,5,4,2,2,124.91,249.82,4,7
14277,2024-01-08,25,17,2,1,47.99,47.99,4,5
14278,2024-01-11,23,4,2,3,163.43,490.29,4,7
14279,2024-01-08,14,3,2,1,122.66,122.66,2,6
14280,2024-01-24,30,6,2,2,18.32,36.64,4,6
14281,2024-01-14,11,17,2,2,40.06,80.12,4,8
14282,2024-01-12,20,2,2,1,60.73,60.73,4,5
14283,2024-01-28,26,11,2,1,417.59,417.59,4,6
14284,2024-01-22,13,17,2,1,25.73,25.73,4,5
14285,2024-01-16,3,20,2,1,21.99,21.99,4,8
14286,2024-01-02,27,20,2,1,22.99,22.99,4,6
14287,2024-01-02,6,13,2,2,74.06,148.12,4,7
14288,2024-01-16,17,6,2,2,28.07,56.14,4,5
14289,2024-01-29,29,14,2,2,216.99,433.98,4,5
14290,2024-01-19,14,10,2,2,53.04,106.08,4,5
14291,2024-01-01,6,7,2,2,95.99,191.98,4,8
14292,2024-01-25,5,15,3,1,71.76,71.76,4,11
14293,2024-01-02,13,3,3,1,157.68,157.68,4,9
14294,2024-01-04,29,9,3,1,108.99,108.99,4,11
14295,2024-01-07,14,1,3,1,1353.66,1353.66,2,10
14296,2024-01-10,4,7,3,2,117.13,234.26,4,10
14297,2024-01-05,9,3,3,1,59.99,59.99,4,11
14298,2024-01-22,3,5,3,3,13.99,41.97,4,10
14299,2024-01-30,30,19,3,2,24.99,49.98,2,9
14300,2024-01-12,15,1,3,1,823.81,823.81,1,11
14301,2024-01-11,11,7,3,1,111.99,111.99,4,9
14302,2024-01-15,23,15,3,5,29.86,149.3,4,10
14303,2024-01-12,30,18,3,2,10.56,21.12,4,11
14304,2024-01-14,5,5,3,1,16.99,16.99,4,11
14305,2024-01-13,21,9,3,1,187.99,187.99,4,11
14306,2024-01-07,18,3,3,3,134.99,404.97,4,10
14307,2024-01-12,7,2,3,3,112.01,336.03,4,10
14308,2024-01-02,9,5,3,1,11.99,11.99,4,10
14309,2024-01-23,20,19,3,1,30.99,30.99,4,11
14310,2024-01-29,14,8,3,1,39.67,39.67,4,10
14311,2024-01-11,29,4,3,1,232.65,232.65,4,9
14312,2024-01-23,29,6,3,2,26.99,53.98,4,10
14313,2024-01-24,25,10,3,1,51.73,51.73,4,11
14314,2024-01-19,3,3,3,2,146.46,292.92,4,9
14315,2024-01-02,19,15,3,1,86.09,86.09,4,9
14316,2024-01-01,6,3,3,2,91.79,183.58,4,11
14317,2024-01-18,1,16,3,2,18.99,37.98,4,11
14318,2024-01-10,25,15,3,2,39.99,79.98,4,10
14319,2024-01-15,21,1,3,1,873.98,873.98,4,9
14320,2024-01-02,28,16,3,2,9.99,19.98,4,10
14321,2024-01-17,10,12,4,1,479.84,479.84,4,14
14322,2024-01-12,23,2,4,1,50.99,50.99,4,14
14323,2024-01-11,15,16,4,3,8.47,25.41,4,14
14324,2024-01-29,1,13,4,1,95.99,95.99,4,12
14325,2024-01-30,28,9,4,3,113.99,341.97,3,14
14326,2024-01-01,15,18,4,1,10.99,10.99,4,14
14327,2024-01-31,20,6,4,2,15.35,30.7,3,14
14328,2024-01-19,20,6,4,2,15.99,31.98,4,12
14329,2024-01-21,15,9,4,2,154.99,309.98,4,12
14330,2024-01-06,28,2,4,1,94.99,94.99,4,12
14331,2024-01-29,21,8,4,3,45.59,136.77,4,14
14332,2024-01-23,5,13,4,1,109.24,109.24,4,12
14333,2024-01-04,23,7,4,1,140.11,140.11,4,13
14334,2024-01-13,16,18,4,3,7.0,21.0,4,12
14335,2024-01-16,17,3,4,4,140.83,563.32,4,14
14336,2024-01-24,24,9,4,2,166.99,333.98,4,13
14337,2024-01-31,1,16,4,2,20.99,41.98,4,14
14338,2024-01-14,16,6,4,1,21.99,21.99,4,12
14339,2024-01-24,16,5,4,1,27.07,27.07,4,12
14340,2024-01-25,30,14,4,1,182.19,182.19,4,12
14341,2024-01-23,30,8,4,4,61.87,247.48,4,13
14342,2024-01-30,25,3,4,5,106.99,534.95,4,13
14343,2024-01-07,15,13,4,1,77.99,77.99,4,13
14344,2024-01-19,13,18,4,2,7.77,15.54,2,13
14345,2024-01-02,5,18,4,1,15.2,15.2,4,13
14346,2024-01-15,27,18,4,2,14.15,28.3,4,12
14347,2024-01-22,3,10,4,5,63.41,317.05,3,13
14348,2024-01-10,26,4,4,3,210.38,631.14,4,12
14349,2024-01-04,14,20,4,5,31.18,155.9,4,14
14350,2024-01-22,1,10,4,4,59.02,236.08,4,14
14351,2024-01-07,25,6,4,3,33.27,99.81,4,13
14352,2024-01-17,8,17,4,3,36.52,109.56,2,13
14353,2024-01-26,18,4,4,4,135.49,541.96,4,13
14354,2024-01-25,10,13,4,1,95.99,95.99,4,12
14355,2024-01-17,4,16,4,3,8.94,26.82,4,14
14356,2024-01-02,8,17,4,4,51.4,205.6,4,14
14357,2024-01-13,20,13,5,2,84.99,169.98,4,15
14358,2024-01-24,10,7,5,4,62.99,251.96,4,15
14359,2024-01-16,20,20,5,1,32.05,32.05,4,15
14360,2024-01-26,3,18,5,2,16.46,32.92,4,15
14361,2024-01-08,10,8,5,3,56.99,170.97,4,17
14362,2024-01-04,18,20,5,4,29.99,119.96,4,16
14363,2024-01-29,14,2,5,1,76.99,76.99,4,15
14364,2024-01-04,22,9,5,2,146.99,293.98,4,15
14365,2024-01-04,4,3,5,3,78.99,236.97,4,17
14366,2024-01-31,28,6,5,4,13.99,55.96,1,17
14367,2024-01-01,21,10,5,1,65.99,65.99,4,17
14368,2024-01-22,27,3,5,1,66.89,66.89,4,17
14369,2024-01-08,10,7,5,1,156.41,156.41,4,16
14370,2024-01-09,4,18,5,1,11.99,11.99,4,17
14371,2024-01-12,17,8,5,1,29.26,29.26,1,15
14372,2024-01-11,2,8,5,1,64.99,64.99,4,17
14373,2024-01-20,29,10,5,2,39.64,79.28,4,16
14374,2024-01-21,2,13,5,4,104.99,419.96,4,16
14375,2024-01-10,7,7,5,3,51.99,155.97,4,17
14376,2024-01-10,22,19,5,2,19.99,39.98,4,17
14377,2024-01-16,5,20,5,5,19.99,99.95,4,17
14378,2024-01-13,8,18,5,1,10.92,10.92,4,17
14379,2024-01-31,1,6,5,1,13.99,13.99,4,17
14380,2024-01-03,9,11,5,2,486.86,973.72,4,16
14381,2024-01-03,3,2,5,1,127.99,127.99,4,15
14382,2024-01-10,6,1,5,1,859.99,859.99,4,15
14383,2024-01-04,5,3,5,1,72.99,72.99,4,17
14384,2024-01-04,14,16,5,3,18.99,56.97,4,16
14385,2024-01-24,10,10,5,4,49.55,198.2,4,16
14386,2024-01-16,29,3,5,4,123.2,492.8,4,16
14387,2024-01-23,14,2,6,2,88.99,177.98,4,19
14388,2024-01-07,25,16,6,2,16.08,32.16,4,18
14389,2024-01-06,21,2,6,2,106.6,213.2,4,19
14390,2024-01-11,24,20,6,3,30.6,91.8,4,18
14391,2024-01-06,14,5,6,4,19.03,76.12,4,20
14392,2024-01-15,24,10,6,1,39.46,39.46,4,20
14393,2024-01-05,1,6,6,5,11.99,59.95,4,20
14394,2024-01-28,25,16,6,1,13.4,13.4,4,20
14395,2024-01-17,26,5,6,4,19.99,79.96,4,20
14396,2024-01-10,1,15,6,5,46.98,234.9,4,20
14397,2024-01-10,27,9,6,3,115.94,347.82,3,19
14398,2024-01-24,6,18,6,1,11.87,11.87,4,19
14399,2024-01-10,28,20,6,2,32.99,65.98,3,19
14400,2024-01-28,24,10,6,1,60.99,60.99,4,20
14401,2024-01-29,27,16,6,1,17.04,17.04,4,19
14402,2024-01-19,10,20,6,1,26.99,26.99,4,18
14403,2024-01-21,17,8,6,1,51.2,51.2,4,18
14404,2024-01-28,15,10,6,1,34.88,34.88,4,19
14405,2024-01-25,28,20,6,3,26.99,80.97,4,20
14406,2024-01-08,18,16,6,2,16.99,33.98,4,18
14407,2024-01-04,10,4,6,3,288.99,866.97,4,18
14408,2024-01-20,20,7,6,2,120.0,240.0,4,18
14409,2024-01-09,8,8,6,3,55.99,167.97,4,18
14410,2024-01-03,4,8,6,1,60.25,60.25,4,18
14411,2024-01-20,17,10,6,2,30.49,60.98,3,19
14412,2024-01-12,27,6,6,1,29.41,29.41,4,19
14413,2024-01-09,25,4,6,2,190.99,381.98,4,19
14414,2024-01-13,21,5,6,1,10.31,10.31,4,20
14415,2024-01-15,6,16,6,2,21.5,43.0,4,18
14416,2024-01-30,21,18,7,3,12.0,36.0,4,22
14417,2024-01-30,22,10,7,1,53.99,53.99,4,21
14418,2024-01-21,7,6,7,3,11.99,35.97,4,21
14419,2024-01-05,16,8,7,2,55.59,111.18,4,23
14420,2024-01-23,3,2,7,3,68.77,206.31,1,22
14421,2024-01-12,10,4,7,3,274.51,823.53,4,23
14422,2024-01-02,7,14,7,1,232.23,232.23,4,23
14423,2024-01-06,4,15,7,3,84.05,252.15,4,21
14424,2024-01-29,29,19,7,4,22.09,88.36,4,23
14425,2024-01-05,20,17,7,3,35.97,107.91,2,21
14426,2024-01-24,30,14,7,3,124.99,374.97,3,23
14427,2024-01-01,2,13,7,4,39.16,156.64,4,23
14428,2024-01-26,22,3,7,1,158.25,158.25,4,21
14429,2024-01-04,25,13,7,2,43.67,87.34,4,22
14430,2024-01-04,24,15,7,1,79.18,79.18,4,22
14431,2024-01-20,14,19,7,2,35.42,70.84,4,21
14432,2024-01-24,29,16,7,4,23.16,92.64,4,21
14433,2024-01-03,2,7,7,5,97.42,487.1,4,23
14434,2024-01-30,22,13,7,1,105.08,105.08,4,22
14435,2024-01-03,9,5,7,1,16.99,16.99,4,21
14436,2024-01-26,29,10,7,5,53.87,269.35,4,21
14437,2024-01-22,1,5,7,1,15.99,15.99,4,22
14438,2024-01-13,24,5,7,1,17.99,17.99,4,21
14439,2024-01-30,12,3,7,2,115.85,231.7,4,21
14440,2024-01-09,25,9,7,1,162.99,162.99,4,22
14441,2024-01-11,21,2,7,3,81.99,245.97,4,21
14442,2024-01-07,4,7,7,1,141.33,141.33,4,21
14443,2024-01-12,29,2,7,2,52.85,105.7,4,21
14444,2024-01-15,5,4,8,1,124.49,124.49,4,24
14445,2024-01-03,5,4,8,2,147.99,295.98,4,25
14446,2024-01-04,21,5,8,1,21.99,21.99,4,24
14447,2024-01-24,20,8,8,2,77.21,154.42,4,25
14448,2024-01-11,14,8,8,1,70.99,70.99,4,25
14449,2024-01-17,23,10,8,1,58.99,58.99,4,24
14450,2024-01-20,15,16,8,2,15.08,30.16,4,25
14451,2024-01-20,18,17,8,3,20.7,62.1,4,25
14452,2024-01-12,13,14,8,2,158.59,317.18,4,25
14453,2024-01-06,28,4,8,2,138.99,277.98,4,25
14454,2024-01-16,16,19,8,5,21.57,107.85,4,24
14455,2024-01-08,3,2,8,2,59.09,118.18,4,25
14456,2024-01-07,12,5,8,2,10.7,21.4,4,24
14457,2024-01-07,1,11,8,5,500.57,2502.85,4,24
14458,2024-01-08,21,6,8,1,11.99,11.99,4,25
14459,2024-01-26,19,4,8,1,206.99,206.99,4,25
14460,2024-01-03,14,18,8,4,7.07,28.28,2,24
14461,2024-01-01,6,9,8,2,184.49,368.98,4,24
14462,2024-01-06,11,10,8,2,66.99,133.98,3,24
14463,2024-01-26,10,18,8,3,7.39,22.17,4,24
14464,2024-01-01,30,5,8,1,26.99,26.99,4,25
14465,2024-01-20,20,2,8,1,97.03,97.03,4,24
14466,2024-01-21,18,5,8,1,17.99,17.99,4,25
14467,2024-01-11,22,6,8,3,10.93,32.79,2,24
14468,2024-01-31,30,19,8,4,23.49,93.96,4,25
14469,2024-01-15,9,5,8,1,24.92,24.92,4,24
14470,2024-01-08,17,20,9,3,18.63,55.89,4,28
14471,2024-01-24,1,1,9,1,927.18,927.18,2,26
14472,2024-01-11,27,18,9,2,12.99,25.98,4,27
14473,2024-01-14,4,9,9,1,170.12,170.12,4,27
