Date,Year,Quarter,Quarter (Text),Month,Month Name,Month Short Name,Week of Year,Day
2022-09-28,2022,3,Q3,9,September,Sep,39,28
2022-09-29,2022,3,Q3,9,September,Sep,39,29
2022-09-30,2022,3,Q3,9,September,Sep,39,30
2022-10-01,2022,4,Q4,10,October,Oct,39,1
2022-10-02,2022,4,Q4,10,October,Oct,39,2
2022-10-03,2022,4,Q4,10,October,Oct,40,3
2022-10-04,2022,4,Q4,10,October,Oct,40,4
2022-10-05,2022,4,Q4,10,October,Oct,40,5
2022-10-06,2022,4,Q4,10,October,Oct,40,6
2022-10-07,2022,4,Q4,10,October,Oct,40,7
2022-10-08,2022,4,Q4,10,October,Oct,40,8
2022-10-09,2022,4,Q4,10,October,Oct,40,9
2022-10-10,2022,4,Q4,10,October,Oct,41,10
2022-10-11,2022,4,Q4,10,October,Oct,41,11
2022-10-12,2022,4,Q4,10,October,Oct,41,12
2022-10-13,2022,4,Q4,10,October,Oct,41,13
2022-10-14,2022,4,Q4,10,October,Oct,41,14
2022-10-15,2022,4,Q4,10,October,Oct,41,15
2022-10-16,2022,4,Q4,10,October,Oct,41,16
2022-10-17,2022,4,Q4,10,October,Oct,42,17
2022-10-18,2022,4,Q4,10,October,Oct,42,18
2022-10-19,2022,4,Q4,10,October,Oct,42,19
2022-10-20,2022,4,Q4,10,October,Oct,42,20
2022-10-21,2022,4,Q4,10,October,Oct,42,21
2022-10-22,2022,4,Q4,10,October,Oct,42,22
2022-10-23,2022,4,Q4,10,October,Oct,42,23
2022-10-24,2022,4,Q4,10,October,Oct,43,24
2022-10-25,2022,4,Q4,10,October,Oct,43,25
2022-10-26,2022,4,Q4,10,October,Oct,43,26
2022-10-27,2022,4,Q4,10,October,Oct,43,27
2022-10-28,2022,4,Q4,10,October,Oct,43,28
2022-10-29,2022,4,Q4,10,October,Oct,43,29
2022-10-30,2022,4,Q4,10,October,Oct,43,30
2022-10-31,2022,4,Q4,10,October,Oct,44,31
2022-11-01,2022,4,Q4,11,November,Nov,44,1
2022-11-02,2022,4,Q4,11,November,Nov,44,2
2022-11-03,2022,4,Q4,11,November,Nov,44,3
2022-11-04,2022,4,Q4,11,November,Nov,44,4
2022-11-05,2022,4,Q4,11,November,Nov,44,5
2022-11-06,2022,4,Q4,11,November,Nov,44,6
2022-11-07,2022,4,Q4,11,November,Nov,45,7
2022-11-08,2022,4,Q4,11,November,Nov,45,8
2022-11-09,2022,4,Q4,11,November,Nov,45,9
2022-11-10,2022,4,Q4,11,November,Nov,45,10
2022-11-11,2022,4,Q4,11,November,Nov,45,11
2022-11-12,2022,4,Q4,11,November,Nov,45,12
2022-11-13,2022,4,Q4,11,November,Nov,45,13
2022-11-14,2022,4,Q4,11,November,Nov,46,14
2022-11-15,2022,4,Q4,11,November,Nov,46,15
2022-11-16,2022,4,Q4,11,November,Nov,46,16
2022-11-17,2022,4,Q4,11,November,Nov,46,17
2022-11-18,2022,4,Q4,11,November,Nov,46,18
2022-11-19,2022,4,Q4,11,November,Nov,46,19
2022-11-20,2022,4,Q4,11,November,Nov,46,20
2022-11-21,2022,4,Q4,11,November,Nov,47,21
2022-11-22,2022,4,Q4,11,November,Nov,47,22
2022-11-23,2022,4,Q4,11,November,Nov,47,23
2022-11-24,2022,4,Q4,11,November,Nov,47,24
2022-11-25,2022,4,Q4,11,November,Nov,47,25
2022-11-26,2022,4,Q4,11,November,Nov,47,26
2022-11-27,2022,4,Q4,11,November,Nov,47,27
2022-11-28,2022,4,Q4,11,November,Nov,48,28
2022-11-29,2022,4,Q4,11,November,Nov,48,29
2022-11-30,2022,4,Q4,11,November,Nov,48,30
2022-12-01,2022,4,Q4,12,December,Dec,48,1
2022-12-02,2022,4,Q4,12,December,Dec,48,2
2022-12-03,2022,4,Q4,12,December,Dec,48,3
2022-12-04,2022,4,Q4,12,December,Dec,48,4
2022-12-05,2022,4,Q4,12,December,Dec,49,5
2022-12-06,2022,4,Q4,12,December,Dec,49,6
2022-12-07,2022,4,Q4,12,December,Dec,49,7
2022-12-08,2022,4,Q4,12,December,Dec,49,8
2022-12-09,2022,4,Q4,12,December,Dec,49,9
2022-12-10,2022,4,Q4,12,December,Dec,49,10
2022-12-11,2022,4,Q4,12,December,Dec,49,11
2022-12-12,2022,4,Q4,12,December,Dec,50,12
2022-12-13,2022,4,Q4,12,December,Dec,50,13
2022-12-14,2022,4,Q4,12,December,Dec,50,14
2022-12-15,2022,4,Q4,12,December,Dec,50,15
2022-12-16,2022,4,Q4,12,December,Dec,50,16
2022-12-17,2022,4,Q4,12,December,Dec,50,17
2022-12-18,2022,4,Q4,12,December,Dec,50,18
2022-12-19,2022,4,Q4,12,December,Dec,51,19
2022-12-20,2022,4,Q4,12,December,Dec,51,20
2022-12-21,2022,4,Q4,12,December,Dec,51,21
2022-12-22,2022,4,Q4,12,December,Dec,51,22
2022-12-23,2022,4,Q4,12,December,Dec,51,23
2022-12-24,2022,4,Q4,12,December,Dec,51,24
2022-12-25,2022,4,Q4,12,December,Dec,51,25
2022-12-26,2022,4,Q4,12,December,Dec,52,26
2022-12-27,2022,4,Q4,12,December,Dec,52,27
2022-12-28,2022,4,Q4,12,December,Dec,52,28
2022-12-29,2022,4,Q4,12,December,Dec,52,29
2022-12-30,2022,4,Q4,12,December,Dec,52,30
2022-12-31,2022,4,Q4,12,December,Dec,52,31
2023-01-01,2023,1,Q1,1,January,Jan,0,1
2023-01-02,2023,1,Q1,1,January,Jan,1,2
2023-01-03,2023,1,Q1,1,January,Jan,1,3
2023-01-04,2023,1,Q1,1,January,Jan,1,4
2023-01-05,2023,1,Q1,1,January,Jan,1,5
2023-01-06,2023,1,Q1,1,January,Jan,1,6
2023-01-07,2023,1,Q1,1,January,Jan,1,7
2023-01-08,2023,1,Q1,1,January,Jan,1,8
2023-01-09,2023,1,Q1,1,January,Jan,2,9
2023-01-10,2023,1,Q1,1,January,Jan,2,10
2023-01-11,2023,1,Q1,1,January,Jan,2,11
2023-01-12,2023,1,Q1,1,January,Jan,2,12
2023-01-13,2023,1,Q1,1,January,Jan,2,13
2023-01-14,2023,1,Q1,1,January,Jan,2,14
2023-01-15,2023,1,Q1,1,January,Jan,2,15
2023-01-16,2023,1,Q1,1,January,Jan,3,16
2023-01-17,2023,1,Q1,1,January,Jan,3,17
2023-01-18,2023,1,Q1,1,January,Jan,3,18
2023-01-19,2023,1,Q1,1,January,Jan,3,19
2023-01-20,2023,1,Q1,1,January,Jan,3,20
2023-01-21,2023,1,Q1,1,January,Jan,3,21
2023-01-22,2023,1,Q1,1,January,Jan,3,22
2023-01-23,2023,1,Q1,1,January,Jan,4,23
2023-01-24,2023,1,Q1,1,January,Jan,4,24
2023-01-25,2023,1,Q1,1,January,Jan,4,25
2023-01-26,2023,1,Q1,1,January,Jan,4,26
2023-01-27,2023,1,Q1,1,January,Jan,4,27
2023-01-28,2023,1,Q1,1,January,Jan,4,28
2023-01-29,2023,1,Q1,1,January,Jan,4,29
2023-01-30,2023,1,Q1,1,January,Jan,5,30
2023-01-31,2023,1,Q1,1,January,Jan,5,31
2023-02-01,2023,1,Q1,2,February,Feb,5,1
2023-02-02,2023,1,Q1,2,February,Feb,5,2
2023-02-03,2023,1,Q1,2,February,Feb,5,3
2023-02-04,2023,1,Q1,2,February,Feb,5,4
2023-02-05,2023,1,Q1,2,February,Feb,5,5
2023-02-06,2023,1,Q1,2,February,Feb,6,6
2023-02-07,2023,1,Q1,2,February,Feb,6,7
2023-02-08,2023,1,Q1,2,February,Feb,6,8
2023-02-09,2023,1,Q1,2,February,Feb,6,9
2023-02-10,2023,1,Q1,2,February,Feb,6,10
2023-02-11,2023,1,Q1,2,February,Feb,6,11
2023-02-12,2023,1,Q1,2,February,Feb,6,12
2023-02-13,2023,1,Q1,2,February,Feb,7,13
2023-02-14,2023,1,Q1,2,February,Feb,7,14
2023-02-15,2023,1,Q1,2,February,Feb,7,15
2023-02-16,2023,1,Q1,2,February,Feb,7,16
2023-02-17,2023,1,Q1,2,February,Feb,7,17
2023-02-18,2023,1,Q1,2,February,Feb,7,18
2023-02-19,2023,1,Q1,2,February,Feb,7,19
2023-02-20,2023,1,Q1,2,February,Feb,8,20
2023-02-21,2023,1,Q1,2,February,Feb,8,21
2023-02-22,2023,1,Q1,2,February,Feb,8,22
2023-02-23,2023,1,Q1,2,February,Feb,8,23
2023-02-24,2023,1,Q1,2,February,Feb,8,24
2023-02-25,2023,1,Q1,2,February,Feb,8,25
2023-02-26,2023,1,Q1,2,February,Feb,8,26
2023-02-27,2023,1,Q1,2,February,Feb,9,27
2023-02-28,2023,1,Q1,2,February,Feb,9,28
2023-03-01,2023,1,Q1,3,March,Mar,9,1
2023-03-02,2023,1,Q1,3,March,Mar,9,2
2023-03-03,2023,1,Q1,3,March,Mar,9,3
2023-03-04,2023,1,Q1,3,March,Mar,9,4
2023-03-05,2023,1,Q1,3,March,Mar,9,5
2023-03-06,2023,1,Q1,3,March,Mar,10,6
2023-03-07,2023,1,Q1,3,March,Mar,10,7
2023-03-08,2023,1,Q1,3,March,Mar,10,8
2023-03-09,2023,1,Q1,3,March,Mar,10,9
2023-03-10,2023,1,Q1,3,March,Mar,10,10
2023-03-11,2023,1,Q1,3,March,Mar,10,11
2023-03-12,2023,1,Q1,3,March,Mar,10,12
2023-03-13,2023,1,Q1,3,March,Mar,11,13
2023-03-14,2023,1,Q1,3,March,Mar,11,14
2023-03-15,2023,1,Q1,3,March,Mar,11,15
2023-03-16,2023,1,Q1,3,March,Mar,11,16
2023-03-17,2023,1,Q1,3,March,Mar,11,17
2023-03-18,2023,1,Q1,3,March,Mar,11,18
2023-03-19,2023,1,Q1,3,March,Mar,11,19
2023-03-20,2023,1,Q1,3,March,Mar,12,20
2023-03-21,2023,1,Q1,3,March,Mar,12,21
2023-03-22,2023,1,Q1,3,March,Mar,12,22
2023-03-23,2023,1,Q1,3,March,Mar,12,23
2023-03-24,2023,1,Q1,3,March,Mar,12,24
2023-03-25,2023,1,Q1,3,March,Mar,12,25
2023-03-26,2023,1,Q1,3,March,Mar,12,26
2023-03-27,2023,1,Q1,3,March,Mar,13,27
2023-03-28,2023,1,Q1,3,March,Mar,13,28
2023-03-29,2023,1,Q1,3,March,Mar,13,29
2023-03-30,2023,1,Q1,3,March,Mar,13,30
2023-03-31,2023,1,Q1,3,March,Mar,13,31
2023-04-01,2023,2,Q2,4,April,Apr,13,1
2023-04-02,2023,2,Q2,4,April,Apr,13,2
2023-04-03,2023,2,Q2,4,April,Apr,14,3
2023-04-04,2023,2,Q2,4,April,Apr,14,4
2023-04-05,2023,2,Q2,4,April,Apr,14,5
2023-04-06,2023,2,Q2,4,April,Apr,14,6
2023-04-07,2023,2,Q2,4,April,Apr,14,7
2023-04-08,2023,2,Q2,4,April,Apr,14,8
2023-04-09,2023,2,Q2,4,April,Apr,14,9
2023-04-10,2023,2,Q2,4,April,Apr,15,10
2023-04-11,2023,2,Q2,4,April,Apr,15,11
2023-04-12,2023,2,Q2,4,April,Apr,15,12
2023-04-13,2023,2,Q2,4,April,Apr,15,13
2023-04-14,2023,2,Q2,4,April,Apr,15,14
2023-04-15,2023,2,Q2,4,April,Apr,15,15
2023-04-16,2023,2,Q2,4,April,Apr,15,16
2023-04-17,2023,2,Q2,4,April,Apr,16,17
2023-04-18,2023,2,Q2,4,April,Apr,16,18
2023-04-19,2023,2,Q2,4,April,Apr,16,19
2023-04-20,2023,2,Q2,4,April,Apr,16,20
2023-04-21,2023,2,Q2,4,April,Apr,16,21
2023-04-22,2023,2,Q2,4,April,Apr,16,22
2023-04-23,2023,2,Q2,4,April,Apr,16,23
2023-04-24,2023,2,Q2,4,April,Apr,17,24
2023-04-25,2023,2,Q2,4,April,Apr,17,25
2023-04-26,2023,2,Q2,4,April,Apr,17,26
2023-04-27,2023,2,Q2,4,April,Apr,17,27
2023-04-28,2023,2,Q2,4,April,Apr,17,28
2023-04-29,2023,2,Q2,4,April,Apr,17,29
2023-04-30,2023,2,Q2,4,April,Apr,17,30
2023-05-01,2023,2,Q2,5,May,May,18,1
2023-05-02,2023,2,Q2,5,May,May,18,2
2023-05-03,2023,2,Q2,5,May,May,18,3
2023-05-04,2023,2,Q2,5,May,May,18,4
2023-05-05,2023,2,Q2,5,May,May,18,5
2023-05-06,2023,2,Q2,5,May,May,18,6
2023-05-07,2023,2,Q2,5,May,May,18,7
2023-05-08,2023,2,Q2,5,May,May,19,8
2023-05-09,2023,2,Q2,5,May,May,19,9
2023-05-10,2023,2,Q2,5,May,May,19,10
2023-05-11,2023,2,Q2,5,May,May,19,11
2023-05-12,2023,2,Q2,5,May,May,19,12
2023-05-13,2023,2,Q2,5,May,May,19,13
2023-05-14,2023,2,Q2,5,May,May,19,14
2023-05-15,2023,2,Q2,5,May,May,20,15
2023-05-16,2023,2,Q2,5,May,May,20,16
2023-05-17,2023,2,Q2,5,May,May,20,17
2023-05-18,2023,2,Q2,5,May,May,20,18
2023-05-19,2023,2,Q2,5,May,May,20,19
2023-05-20,2023,2,Q2,5,May,May,20,20
2023-05-21,2023,2,Q2,5,May,May,20,21
2023-05-22,2023,2,Q2,5,May,May,21,22
2023-05-23,2023,2,Q2,5,May,May,21,23
2023-05-24,2023,2,Q2,5,May,May,21,24
2023-05-25,2023,2,Q2,5,May,May,21,25
2023-05-26,2023,2,Q2,5,May,May,21,26
2023-05-27,2023,2,Q2,5,May,May,21,27
2023-05-28,2023,2,Q2,5,May,May,21,28
2023-05-29,2023,2,Q2,5,May,May,22,29
2023-05-30,2023,2,Q2,5,May,May,22,30
2023-05-31,2023,2,Q2,5,May,May,22,31
2023-06-01,2023,2,Q2,6,June,Jun,22,1
2023-06-02,2023,2,Q2,6,June,Jun,22,2
2023-06-03,2023,2,Q2,6,June,Jun,22,3
2023-06-04,2023,2,Q2,6,June,Jun,22,4
2023-06-05,2023,2,Q2,6,June,Jun,23,5
2023-06-06,2023,2,Q2,6,June,Jun,23,6
2023-06-07,2023,2,Q2,6,June,Jun,23,7
2023-06-08,2023,2,Q2,6,June,Jun,23,8
2023-06-09,2023,2,Q2,6,June,Jun,23,9
2023-06-10,2023,2,Q2,6,June,Jun,23,10
2023-06-11,2023,2,Q2,6,June,Jun,23,11
2023-06-12,2023,2,Q2,6,June,Jun,24,12
2023-06-13,2023,2,Q2,6,June,Jun,24,13
2023-06-14,2023,2,Q2,6,June,Jun,24,14
2023-06-15,2023,2,Q2,6,June,Jun,24,15
2023-06-16,2023,2,Q2,6,June,Jun,24,16
2023-06-17,2023,2,Q2,6,June,Jun,24,17
2023-06-18,2023,2,Q2,6,June,Jun,24,18
2023-06-19,2023,2,Q2,6,June,Jun,25,19
2023-06-20,2023,2,Q2,6,June,Jun,25,20
2023-06-21,2023,2,Q2,6,June,Jun,25,21
2023-06-22,2023,2,Q2,6,June,Jun,25,22
2023-06-23,2023,2,Q2,6,June,Jun,25,23
2023-06-24,2023,2,Q2,6,June,Jun,25,24
2023-06-25,2023,2,Q2,6,June,Jun,25,25
2023-06-26,2023,2,Q2,6,June,Jun,26,26
2023-06-27,2023,2,Q2,6,June,Jun,26,27
2023-06-28,2023,2,Q2,6,June,Jun,26,28
2023-06-29,2023,2,Q2,6,June,Jun,26,29
2023-06-30,2023,2,Q2,6,June,Jun,26,30
2023-07-01,2023,3,Q3,7,July,Jul,26,1
2023-07-02,2023,3,Q3,7,July,Jul,26,2
2023-07-03,2023,3,Q3,7,July,Jul,27,3
2023-07-04,2023,3,Q3,7,July,Jul,27,4
2023-07-05,2023,3,Q3,7,July,Jul,27,5
2023-07-06,2023,3,Q3,7,July,Jul,27,6
2023-07-07,2023,3,Q3,7,July,Jul,27,7
2023-07-08,2023,3,Q3,7,July,Jul,27,8
2023-07-09,2023,3,Q3,7,July,Jul,27,9
2023-07-10,2023,3,Q3,7,July,Jul,28,10
2023-07-11,2023,3,Q3,7,July,Jul,28,11
2023-07-12,2023,3,Q3,7,July,Jul,28,12
2023-07-13,2023,3,Q3,7,July,Jul,28,13
2023-07-14,2023,3,Q3,7,July,Jul,28,14
2023-07-15,2023,3,Q3,7,July,Jul,28,15
2023-07-16,2023,3,Q3,7,July,Jul,28,16
2023-07-17,2023,3,Q3,7,July,Jul,29,17
2023-07-18,2023,3,Q3,7,July,Jul,29,18
2023-07-19,2023,3,Q3,7,July,Jul,29,19
2023-07-20,2023,3,Q3,7,July,Jul,29,20
2023-07-21,2023,3,Q3,7,July,Jul,29,21
2023-07-22,2023,3,Q3,7,July,Jul,29,22
2023-07-23,2023,3,Q3,7,July,Jul,29,23
2023-07-24,2023,3,Q3,7,July,Jul,30,24
2023-07-25,2023,3,Q3,7,July,Jul,30,25
2023-07-26,2023,3,Q3,7,July,Jul,30,26
2023-07-27,2023,3,Q3,7,July,Jul,30,27
2023-07-28,2023,3,Q3,7,July,Jul,30,28
2023-07-29,2023,3,Q3,7,July,Jul,30,29
2023-07-30,2023,3,Q3,7,July,Jul,30,30
2023-07-31,2023,3,Q3,7,July,Jul,31,31
2023-08-01,2023,3,Q3,8,August,Aug,31,1
2023-08-02,2023,3,Q3,8,August,Aug,31,2
2023-08-03,2023,3,Q3,8,August,Aug,31,3
2023-08-04,2023,3,Q3,8,August,Aug,31,4
2023-08-05,2023,3,Q3,8,August,Aug,31,5
2023-08-06,2023,3,Q3,8,August,Aug,31,6
2023-08-07,2023,3,Q3,8,August,Aug,32,7
2023-08-08,2023,3,Q3,8,August,Aug,32,8
2023-08-09,2023,3,Q3,8,August,Aug,32,9
2023-08-10,2023,3,Q3,8,August,Aug,32,10
2023-08-11,2023,3,Q3,8,August,Aug,32,11
2023-08-12,2023,3,Q3,8,August,Aug,32,12
2023-08-13,2023,3,Q3,8,August,Aug,32,13
2023-08-14,2023,3,Q3,8,August,Aug,33,14
2023-08-15,2023,3,Q3,8,August,Aug,33,15
2023-08-16,2023,3,Q3,8,August,Aug,33,16
2023-08-17,2023,3,Q3,8,August,Aug,33,17
2023-08-18,2023,3,Q3,8,August,Aug,33,18
2023-08-19,2023,3,Q3,8,August,Aug,33,19
2023-08-20,2023,3,Q3,8,August,Aug,33,20
2023-08-21,2023,3,Q3,8,August,Aug,34,21
2023-08-22,2023,3,Q3,8,August,Aug,34,22
2023-08-23,2023,3,Q3,8,August,Aug,34,23
2023-08-24,2023,3,Q3,8,August,Aug,34,24
2023-08-25,2023,3,Q3,8,August,Aug,34,25
2023-08-26,2023,3,Q3,8,August,Aug,34,26
2023-08-27,2023,3,Q3,8,August,Aug,34,27
2023-08-28,2023,3,Q3,8,August,Aug,35,28
2023-08-29,2023,3,Q3,8,August,Aug,35,29
2023-08-30,2023,3,Q3,8,August,Aug,35,30
2023-08-31,2023,3,Q3,8,August,Aug,35,31
2023-09-01,2023,3,Q3,9,September,Sep,35,1
2023-09-02,2023,3,Q3,9,September,Sep,35,2
2023-09-03,2023,3,Q3,9,September,Sep,35,3
2023-09-04,2023,3,Q3,9,September,Sep,36,4
2023-09-05,2023,3,Q3,9,September,Sep,36,5
2023-09-06,2023,3,Q3,9,September,Sep,36,6
2023-09-07,2023,3,Q3,9,September,Sep,36,7
2023-09-08,2023,3,Q3,9,September,Sep,36,8
2023-09-09,2023,3,Q3,9,September,Sep,36,9
2023-09-10,2023,3,Q3,9,September,Sep,36,10
2023-09-11,2023,3,Q3,9,September,Sep,37,11
2023-09-12,2023,3,Q3,9,September,Sep,37,12
2023-09-13,2023,3,Q3,9,September,Sep,37,13
2023-09-14,2023,3,Q3,9,September,Sep,37,14
2023-09-15,2023,3,Q3,9,September,Sep,37,15
2023-09-16,2023,3,Q3,9,September,Sep,37,16
2023-09-17,2023,3,Q3,9,September,Sep,37,17
2023-09-18,2023,3,Q3,9,September,Sep,38,18
2023-09-19,2023,3,Q3,9,September,Sep,38,19
2023-09-20,2023,3,Q3,9,September,Sep,38,20
2023-09-21,2023,3,Q3,9,September,Sep,38,21
2023-09-22,2023,3,Q3,9,September,Sep,38,22
2023-09-23,2023,3,Q3,9,September,Sep,38,23
2023-09-24,2023,3,Q3,9,September,Sep,38,24
2023-09-25,2023,3,Q3,9,September,Sep,39,25
2023-09-26,2023,3,Q3,9,September,Sep,39,26
2023-09-27,2023,3,Q3,9,September,Sep,39,27
2023-09-28,2023,3,Q3,9,September,Sep,39,28
2023-09-29,2023,3,Q3,9,September,Sep,39,29
2023-09-30,2023,3,Q3,9,September,Sep,39,30
2023-10-01,2023,4,Q4,10,October,Oct,39,1
2023-10-02,2023,4,Q4,10,October,Oct,40,2
2023-10-03,2023,4,Q4,10,October,Oct,40,3
2023-10-04,2023,4,Q4,10,October,Oct,40,4
2023-10-05,2023,4,Q4,10,October,Oct,40,5
2023-10-06,2023,4,Q4,10,October,Oct,40,6
2023-10-07,2023,4,Q4,10,October,Oct,40,7
2023-10-08,2023,4,Q4,10,October,Oct,40,8
2023-10-09,2023,4,Q4,10,October,Oct,41,9
2023-10-10,2023,4,Q4,10,October,Oct,41,10
2023-10-11,2023,4,Q4,10,October,Oct,41,11
2023-10-12,2023,4,Q4,10,October,Oct,41,12
2023-10-13,2023,4,Q4,10,October,Oct,41,13
2023-10-14,2023,4,Q4,10,October,Oct,41,14
2023-10-15,2023,4,Q4,10,October,Oct,41,15
2023-10-16,2023,4,Q4,10,October,Oct,42,16
2023-10-17,2023,4,Q4,10,October,Oct,42,17
2023-10-18,2023,4,Q4,10,October,Oct,42,18
2023-10-19,2023,4,Q4,10,October,Oct,42,19
2023-10-20,2023,4,Q4,10,October,Oct,42,20
2023-10-21,2023,4,Q4,10,October,Oct,42,21
2023-10-22,2023,4,Q4,10,October,Oct,42,22
2023-10-23,2023,4,Q4,10,October,Oct,43,23
2023-10-24,2023,4,Q4,10,October,Oct,43,24
2023-10-25,2023,4,Q4,10,October,Oct,43,25
2023-10-26,2023,4,Q4,10,October,Oct,43,26
2023-10-27,2023,4,Q4,10,October,Oct,43,27
2023-10-28,2023,4,Q4,10,October,Oct,43,28
2023-10-29,2023,4,Q4,10,October,Oct,43,29
2023-10-30,2023,4,Q4,10,October,Oct,44,30
2023-10-31,2023,4,Q4,10,October,Oct,44,31
2023-11-01,2023,4,Q4,11,November,Nov,44,1
2023-11-02,2023,4,Q4,11,November,Nov,44,2
2023-11-03,2023,4,Q4,11,November,Nov,44,3
2023-11-04,2023,4,Q4,11,November,Nov,44,4
2023-11-05,2023,4,Q4,11,November,Nov,44,5
2023-11-06,2023,4,Q4,11,November,Nov,45,6
2023-11-07,2023,4,Q4,11,November,Nov,45,7
2023-11-08,2023,4,Q4,11,November,Nov,45,8
2023-11-09,2023,4,Q4,11,November,Nov,45,9
2023-11-10,2023,4,Q4,11,November,Nov,45,10
2023-11-11,2023,4,Q4,11,November,Nov,45,11
2023-11-12,2023,4,Q4,11,November,Nov,45,12
2023-11-13,2023,4,Q4,11,November,Nov,46,13
2023-11-14,2023,4,Q4,11,November,Nov,46,14
2023-11-15,2023,4,Q4,11,November,Nov,46,15
2023-11-16,2023,4,Q4,11,November,Nov,46,16
2023-11-17,2023,4,Q4,11,November,Nov,46,17
2023-11-18,2023,4,Q4,11,November,Nov,46,18
2023-11-19,2023,4,Q4,11,November,Nov,46,19
2023-11-20,2023,4,Q4,11,November,Nov,47,20
2023-11-21,2023,4,Q4,11,November,Nov,47,21
2023-11-22,2023,4,Q4,11,November,Nov,47,22
2023-11-23,2023,4,Q4,11,November,Nov,47,23
2023-11-24,2023,4,Q4,11,November,Nov,47,24
2023-11-25,2023,4,Q4,11,November,Nov,47,25
2023-11-26,2023,4,Q4,11,November,Nov,47,26
2023-11-27,2023,4,Q4,11,November,Nov,48,27
2023-11-28,2023,4,Q4,11,November,Nov,48,28
2023-11-29,2023,4,Q4,11,November,Nov,48,29
2023-11-30,2023,4,Q4,11,November,Nov,48,30
2023-12-01,2023,4,Q4,12,December,Dec,48,1
2023-12-02,2023,4,Q4,12,December,Dec,48,2
2023-12-03,2023,4,Q4,12,December,Dec,48,3
2023-12-04,2023,4,Q4,12,December,Dec,49,4
2023-12-05,2023,4,Q4,12,December,Dec,49,5
2023-12-06,2023,4,Q4,12,December,Dec,49,6
2023-12-07,2023,4,Q4,12,December,Dec,49,7
2023-12-08,2023,4,Q4,12,December,Dec,49,8
2023-12-09,2023,4,Q4,12,December,Dec,49,9
2023-12-10,2023,4,Q4,12,December,Dec,49,10
2023-12-11,2023,4,Q4,12,December,Dec,50,11
2023-12-12,2023,4,Q4,12,December,Dec,50,12
2023-12-13,2023,4,Q4,12,December,Dec,50,13
2023-12-14,2023,4,Q4,12,December,Dec,50,14
2023-12-15,2023,4,Q4,12,December,Dec,50,15
2023-12-16,2023,4,Q4,12,December,Dec,50,16
2023-12-17,2023,4,Q4,12,December,Dec,50,17
2023-12-18,2023,4,Q4,12,December,Dec,51,18
2023-12-19,2023,4,Q4,12,December,Dec,51,19
2023-12-20,2023,4,Q4,12,December,Dec,51,20
2023-12-21,2023,4,Q4,12,December,Dec,51,21
2023-12-22,2023,4,Q4,12,December,Dec,51,22
2023-12-23,2023,4,Q4,12,December,Dec,51,23
2023-12-24,2023,4,Q4,12,December,Dec,51,24
2023-12-25,2023,4,Q4,12,December,Dec,52,25
2023-12-26,2023,4,Q4,12,December,Dec,52,26
2023-12-27,2023,4,Q4,12,December,Dec,52,27
2023-12-28,2023,4,Q4,12,December,Dec,52,28
2023-12-29,2023,4,Q4,12,December,Dec,52,29
2023-12-30,2023,4,Q4,12,December,Dec,52,30
2023-12-31,2023,4,Q4,12,December,Dec,52,31
2024-01-01,2024,1,Q1,1,January,Jan,1,1
2024-01-02,2024,1,Q1,1,January,Jan,1,2
2024-01-03,2024,1,Q1,1,January,Jan,1,3
2024-01-04,2024,1,Q1,1,January,Jan,1,4
2024-01-05,2024,1,Q1,1,January,Jan,1,5
2024-01-06,2024,1,Q1,1,January,Jan,1,6
2024-01-07,2024,1,Q1,1,January,Jan,1,7
2024-01-08,2024,1,Q1,1,January,Jan,2,8
2024-01-09,2024,1,Q1,1,January,Jan,2,9
2024-01-10,2024,1,Q1,1,January,Jan,2,10
2024-01-11,2024,1,Q1,1,January,Jan,2,11
2024-01-12,2024,1,Q1,1,January,Jan,2,12
2024-01-13,2024,1,Q1,1,January,Jan,2,13
2024-01-14,2024,1,Q1,1,January,Jan,2,14
2024-01-15,2024,1,Q1,1,January,Jan,3,15
2024-01-16,2024,1,Q1,1,January,Jan,3,16
2024-01-17,2024,1,Q1,1,January,Jan,3,17
2024-01-18,2024,1,Q1,1,January,Jan,3,18
2024-01-19,2024,1,Q1,1,January,Jan,3,19
2024-01-20,2024,1,Q1,1,January,Jan,3,20
2024-01-21,2024,1,Q1,1,January,Jan,3,21
2024-01-22,2024,1,Q1,1,January,Jan,4,22
2024-01-23,2024,1,Q1,1,January,Jan,4,23
2024-01-24,2024,1,Q1,1,January,Jan,4,24
2024-01-25,2024,1,Q1,1,January,Jan,4,25
2024-01-26,2024,1,Q1,1,January,Jan,4,26
2024-01-27,2024,1,Q1,1,January,Jan,4,27
2024-01-28,2024,1,Q1,1,January,Jan,4,28
2024-01-29,2024,1,Q1,1,January,Jan,5,29
2024-01-30,2024,1,Q1,1,January,Jan,5,30
2024-01-31,2024,1,Q1,1,January,Jan,5,31
2024-02-01,2024,1,Q1,2,February,Feb,5,1
2024-02-02,2024,1,Q1,2,February,Feb,5,2
2024-02-03,2024,1,Q1,2,February,Feb,5,3
2024-02-04,2024,1,Q1,2,February,Feb,5,4
2024-02-05,2024,1,Q1,2,February,Feb,6,5
2024-02-06,2024,1,Q1,2,February,Feb,6,6
2024-02-07,2024,1,Q1,2,February,Feb,6,7
2024-02-08,2024,1,Q1,2,February,Feb,6,8
2024-02-09,2024,1,Q1,2,February,Feb,6,9
